Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Cyprus,CYP,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.536965,2.321054,1.195935,3.245805,6.732296,9.639615,9.367579,6.697239,7.134688,6.511141,8.236405,5.418202,6.688575,8.3416,4.098542,7.282544,9.003627,13.38168,12.43747,10.91626,13.5114,12.21577,11.39442,11.25891,9.392426,12.42804,6.353389,8.662709,7.899154,7.566612,12.25181,10.99375,9.799219,0.115731,0.1178014,0.1236476,0.116144,0.1234517,0.1166991,0.1204805,0.1118318,0.1056563,0.0938489,0.0786578,0.0738812,0.0740127,0.068269
Cyprus,CYP,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.86615,..,..,26.33335,..,..,22.93949,..,..,..,32.47764
Cyprus,CYP,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.503214,3.215132,3.313888,3.717239,4.171926,4.404797,4.703835,6.095109,6.697676,6.516927,6.857807,6.945345,6.575538,9.425472,9.180997,6.128222,9.185351,10.08894,9.616427,10.28485,8.683263,13.51156,13.08079,14.88842,13.36808,27.82968,25.89997,25.53739,19.16929,24.5027,23.12213,26.57169,33.64063,30.01395,25.9837,19.02263,17.1744,19.16498,27.01665,22.18172,24.38235,..
Cyprus,CYP,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.11092,97.14268,98.40681,95.68659,91.0239,87.21538,87.55207,90.72577,90.27184,90.83149,89.05302,92.74957,91.49854,92.4024,96.26025,93.86288,93.11131,90.124,91.56674,92.61479,90.22336,91.989,92.90258,93.11594,94.64204,93.04092,93.91378,92.06989,92.74888,92.93951,93.76865,94.49487,95.46116,99.39989,99.52153,99.46809,99.5648,99.63437,99.61269,99.53846,99.41555,99.38857,99.5127,99.7097,99.66804,99.6964,99.5909
Cyprus,CYP,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.543773,13.040691,14.781726,14.272198,15.408347,13.465871,13.444243,14.440866,13.822566,18.485482,17.187967,16.138104,16.275781,17.325978,..
Cyprus,CYP,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.391289,8.229427,21.46542,21.63199,28.64314,34.45564,63.11472,51.15197,165.69,250.4999,201.846,129.2592,109.8818,50.03636,38.60239,41.7794,44.6604,51.04207,49.08899,56.04269,66.0588,..
Cyprus,CYP,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.65119,..,..,82.17821,..,..,80.99226,..,..,..,94.9367
Czech Republic,CZE,"Bank accounts per 1,000 adults",GFDD.AI.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,Bank deposits to GDP (%),GFDD.OI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.89417,53.29534,57.18125,53.64098,53.42371,50.32032,48.22129,53.32428,55.26976,56.36382,57.4489,54.79139,55.45819,56.56075,58.60817,60.39635,59.42612,60.0408,60.34586,63.03112,66.03354,66.67345,67.61345,69.06567,71.94994,72.37445,72.14381,80.49432,80.36269
Czech Republic,CZE,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.956644,2.98083,0.8857929,0.2963493,1.123175,2.248797,2.712408,1.778158,2.03243,1.828702,1.64933,1.441019,0.9098186,0.2458311,0.2250274,0.2138585,0.0130996,0.0135992,0.009822,0.0093913,0.0039104,0.0036587,0.00387,0.0028977,0.0029546,0.0034383,0.0039721,0.0046361,0.0064046
Czech Republic,CZE,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.4535,..,..,25.70129,..,..,25.00212,..,..,..,29.85087
Czech Republic,CZE,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.561841,6.870712,8.202563,5.67794,3.148308,3.415732,4.161519,4.940696,10.49906,16.93385,19.3104,15.12828,13.25937,12.92074,12.1069,12.26548,14.71464,15.89799,17.61143,19.94802,18.84114,18.92449,15.52749,12.71143,9.777561,10.17179,9.571671,14.97599,..
Czech Republic,CZE,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,..,..
Czech Republic,CZE,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.49942,96.05205,98.80339,99.57085,98.34122,96.26485,95.12422,96.43495,95.77119,95.98451,96.6114,96.82385,98.06194,99.51176,99.59836,99.646,99.97806,99.97815,99.98511,99.98646,99.99436,99.99464,99.99406,99.99545,99.99512,99.99442,99.99336,99.99319,99.99096
Czech Republic,CZE,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.6870266,5.2279338,7.3830669,9.158824,7.8148367,9.4506606,9.1438369,8.941758,9.1317595,10.025336,10.678892,10.720432,11.470985,11.56517,11.215742,10.444138,10.252712,10.011334,9.6140317,8.4121488,8.6568227,..
Czech Republic,CZE,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.621721,3.773247,4.736823,7.583525,11.55231,11.05053,9.514925,10.11109,10.52444,6.885053,7.086251,6.281837,5.718298,7.379395,7.042097,7.427739,8.20814,7.689966,7.678155,5.955519,5.696495,6.498708,..
Czech Republic,CZE,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.53045,60.9585,68.0106,63.17254,59.60518,56.30709,55.3134,60.5794,62.3183,63.84997,65.34842,62.57579,63.55582,64.99854,67.08485,69.5238,68.51064,69.12246,69.81207,72.68074,75.90307,76.64165,77.73394,79.8479,82.70602,83.06735,82.54061,92.28802,91.67341
Denmark,DNK,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.73679,..,..,100,..,..,99.91737,..,..,..,100
Denmark,DNK,"Bank accounts per 1,000 adults",GFDD.AI.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,Bank deposits to GDP (%),GFDD.OI.02,..,..,..,..,..,..,26.50393,26.66382,28.09995,27.1477,25.26744,25.41203,25.77594,25.49582,25.23631,29.03893,28.21076,27.44918,25.81734,25.33867,26.53716,26.86669,26.66394,31.85322,33.82392,37.08113,37.52261,52.72832,54.1408,51.51497,52.37605,53.97366,51.5574,61.76801,51.39567,52.36396,53.60701,54.48675,54.54186,51.11541,45.63068,45.66105,46.59002,48.50037,51.49608,56.98678,58.98417,64.27599,67.17631,56.68361,53.11166,50.48299,50.85557,51.28306,53.31664,54.19263,56.06312,57.24577,56.59733,58.51832,64.05716,60.02859
Denmark,DNK,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,6.4916,6.054206,7.767642,7.940352,7.489107,5.987893,5.747325,5.319384,5.730918,6.861042,9.924628,8.639018,7.42136,9.746432,12.22747,15.72689,17.67776,18.36505,17.14328,2.331182,3.759516,0.9208647,0.8605838,1.13443,1.37653,1.952499,0.8870938,1.107203,2.30719,1.589225,1.985993,1.624859,1.447904,1.393131,1.267682,1.34113,1.315776,1.228606,1.056242,0.6807147,0.6810482,0.2922046,0.2182107,0.157943,0.0673687,0.0366029,0.041847,0.0241491,0.0079751,0.0062366,0.0029889,0.0020064,0.000932,..,..,..
Denmark,DNK,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.92165,..,..,36.48161,..,..,44.71719,..,..,..,58.49581
Denmark,DNK,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.030838,6.332632,7.51474,11.17227,12.58982,13.0432,11.7367,12.41229,13.46941,11.72971,9.60532,11.66099,11.21164,7.558359,12.54391,9.602266,7.843386,6.090209,5.998296,5.26542,11.11137,12.63308,13.14776,12.33394,10.26533,9.874185,8.432227,8.074899,8.317596,11.48081,9.42275,9.861799,10.00152,8.93336,10.04273,10.06376,9.689544,8.983931,9.452113,9.731909,11.50496,..
Denmark,DNK,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,..,..
Denmark,DNK,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.70825,92.60608,98.53558,98.61475,98.21246,97.74876,96.47434,98.27049,97.41791,94.85309,96.15936,95.0667,95.82592,96.52164,96.56339,99.12093,99.12151,99.15682,99.23851,99.36088,99.61736,99.64,99.85809,99.9005,99.92581,99.96674,99.98143,99.97823,99.98701,99.99565,99.99654,99.99831,99.99883,99.99946,..,..,..
Denmark,DNK,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.072554,44.700704,48.508689,51.442535,54.471485,58.94392,58.103875,56.240994,55.761765,59.643727,62.623342,68.698166,68.801542,69.052781,69.606548,104.98214,110.33921,120.71698,98.765687,97.665723,107.10728,104.41857,113.01972,108.20407,107.33163,121.42952,127.82273,..
Denmark,DNK,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.59197,17.35714,22.90974,28.34162,34.34956,37.96032,40.97206,42.36279,45.22513,41.96584,53.44899,58.5238,52.88655,63.2228,58.49862,61.02738,60.34634,58.99366,59.00802,53.55726,62.89396,70.19769,..
Denmark,DNK,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,46.12676,45.80172,46.32251,44.87683,42.46638,41.77485,41.57598,41.0274,39.72114,45.14047,43.53098,42.89161,40.98841,40.62107,41.90656,42.24534,41.08692,47.65731,50.60845,55.22483,56.29647,57.09388,57.9737,55.60193,56.88926,56.80214,54.39885,64.73667,54.49035,55.46378,57.13921,57.94081,57.85555,54.77479,48.60277,48.69795,49.36906,51.38472,54.42351,60.00473,62.01657,67.2847,70.00894,67.9097,69.66752,64.25752,63.90765,56.87627,63.21145,67.59315,60.59702,61.25009,60.50406,62.23059,68.01585,62.7996
Djibouti,DJI,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.27388,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Bank accounts per 1,000 adults",GFDD.AI.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.271303,57.047663,67.778692,78.86915,90.057815,112.78402,123.12713,124.75677,105.55514,148.07878,227.52728,249.69459,203.09021,..
Djibouti,DJI,Bank deposits to GDP (%),GFDD.OI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.89006,..,65.18024,66.15345,66.08687,43.79965,43.60052,37.36882,38.09372,36.54768,38.64573,34.02841,33.05343,35.06703,31.6768,31.29128,32.75434,37.15467,42.13674,45.36462,47.75848,48.72539,48.47826,50.80917,58.27888,61.11073,51.41089,54.52831,53.8816,52.67294,57.20819,58.22241,68.13545,58.50815,57.66521,67.15524,72.49702
Djibouti,DJI,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2639725,0.4352078,0.4299517,1.034903,1.185805,1.696025,2.170497,2.085076,2.244275,2.136516,2.767412,2.779783,2.573529,2.20342,1.753883,1.610423,1.444991,1.09902,1.219323,2.211089,1.863189,1.599863,1.304496,1.115297,0.8084375,0.5536795,0.3168135,1.554106,2.611618
Djibouti,DJI,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.968912,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4928228,0.6168322,0.2164985,0.5069463,0.4239259,0.3723245,0.7991056,2.400306,2.100577,1.759332,1.958665,2.213073,1.870866,1.190607,1.271732,1.917295,1.645873,1.30487,1.35573,1.230658,1.735939,1.499527,2.369243,2.289419,2.173417,2.794537,2.383221,2.805094,3.613429,4.256155,3.369484,3.895094,3.928329,6.050906,..
Djibouti,DJI,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.07788,98.55128,98.69518,96.9836,96.49391,95.38132,91.11166,91.95684,89.88237,89.96462,86.41255,85.4621,85.88228,87.63043,91.02245,92.22693,94.31654,96.02059,95.20358,91.368,92.94439,93.98147,95.06095,95.51318,96.80468,97.81761,98.72649,94.21892,91.38432
Djibouti,DJI,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.63078,..,77.87842,78.84023,78.10442,52.14894,53.03553,48.58927,50.29922,49.41972,51.40016,47.9789,44.99282,42.16914,38.56264,37.92934,39.25677,44.00605,49.2377,52.80024,55.26527,56.6684,55.80709,57.99104,66.0312,68.43816,57.99676,61.05153,60.6987,59.60269,64.29913,65.30812,75.36404,65.34909,63.99883,74.32652,79.8542
Dominica,DMA,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Bank accounts per 1,000 adults",GFDD.AI.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Bank deposits to GDP (%),GFDD.OI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.57064,31.63339,47.30593,36.62363,33.17877,37.10009,37.28246,37.44723,36.74787,38.53457,41.47612,40.51329,41.67839,45.44865,47.27434,51.2072,48.72308,48.20555,55.96457,56.20665,57.09242,55.33629,58.16388,55.7563,57.82505,64.89301,68.74187,68.36732,72.75011,75.31756,76.90572,75.33089,77.63764,79.33677,80.31741,92.67043,93.53471,93.77516,93.56441,92.96866,119.578,113.046,89.94616,95.71721,90.13515
Dominica,DMA,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.987317,2.398679,2.907479,2.955143,2.850377,2.622821,2.896815,4.978215,5.852557,5.890327,5.270145,3.832794,3.829191,4.378149,4.101557,2.82059,2.367556,2.728566,2.048169,1.589534,1.548429,1.291195,1.242126,1.270881,1.153327,1.050985,0.9890602,0.7246644,0.7305773,0.3756613,0.3511876,0.3151051,0.1250043,0.1238021,0.122024,1.78E-06,4.46E-09,0.1315225,..,..,0.0384506,..,..,..,1.865756
Dominica,DMA,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.52792,12.2342,9.738358,8.389766,7.514825,7.118721,7.487039,2.777008,3.279748,3.945621,8.544516,10.43665,10.06081,12.05416,13.42926,14.45704,12.51717,13.35985,12.73603,13.22345,14.51088,14.64531,14.13564,12.27492,8.004336,9.146522,8.201577,7.194773,7.2459,6.374779,7.089415,6.133349,9.220813,9.979311,10.08955,8.960702,9.062185,9.503012,16.81097,20.0716,29.23327,..
Dominica,DMA,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.20971,92.84664,92.59583,92.38503,93.27351,93.48902,92.9292,87.58063,85.57238,84.07432,82.92901,89.04161,90.90071,91.53873,92.41112,94.83924,95.92526,95.44743,96.749,97.32995,97.50796,97.88753,97.97463,98.08067,98.18814,98.34112,98.31337,98.66258,98.75037,99.3632,99.38026,99.44247,99.77443,99.79475,99.80277,100,100,99.79436,..,..,99.93653,..,..,..,97.73901
Dominica,DMA,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.778,20.90634,15.43583,12.11519,13.13621,12.96544,12.75334,16.21784,..
Dominica,DMA,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.45415,34.97079,52.24172,40.42934,36.66698,39.80896,39.68115,41.59449,39.73583,40.35406,46.54238,45.45391,45.81786,50.03843,52.4486,56.15245,52.93475,51.64806,60.0275,59.95865,60.64802,58.79569,62.0914,59.7941,61.69018,68.93839,72.53323,72.25747,76.82289,79.72905,81.34755,79.00105,81.47893,82.8232,83.79288,96.14722,96.62723,97.11554,96.75922,96.35272,124.7715,119.1375,95.34226,102.037,96.02042
Dominican Republic,DOM,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.20467,..,..,53.98639,..,..,54.78295,..,..,..,49.54608
Dominican Republic,DOM,"Bank accounts per 1,000 adults",GFDD.AI.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,583.52991,688.21679,664.05429,711.87421,736.60635,753.52619,802.38449,873.5145,794.46583,772.01523,..
Dominican Republic,DOM,Bank deposits to GDP (%),GFDD.OI.02,12.00179,10.65586,9.331392,8.875426,7.868566,13.56379,10.23884,9.797062,12.51877,13.15725,13.81084,16.60606,17.87562,20.42648,23.96144,23.8603,22.50108,22.90031,22.55703,21.81185,20.28722,19.92779,20.44246,21.44047,20.13223,18.5238,27.20174,24.13585,23.78783,23.49076,22.37298,15.42633,16.62966,17.78241,17.55478,17.70858,19.20944,20.14837,21.19823,23.04753,25.17267,17.54842,18.22803,23.46845,17.20122,18.28384,18.25501,19.46512,17.27872,19.61053,20.14961,20.67632,21.11814,21.98308,20.70678,21.47626,21.7035,21.86977,21.36171,23.0601,30.41332,29.32611
Dominican Republic,DOM,Central bank assets to GDP (%),GFDD.DI.06,3.837004,6.115271,5.630385,9.066753,8.414588,9.649815,8.791544,9.907228,10.37809,10.10646,9.459441,9.510351,8.797927,8.322672,8.648528,7.214381,6.755409,6.046522,6.379267,6.227904,7.29268,8.250697,10.55084,12.79743,10.96395,7.887057,6.566839,6.279527,4.423342,3.591229,2.624599,2.823963,2.128543,1.36128,1.9277,1.055141,1.238427,1.158034,1.137543,1.409426,1.693203,1.987347,1.828659,6.078682,7.981166,12.26898,17.16108,16.7094,16.48514,16.44183,15.53682,14.73286,15.03824,14.67996,14.36071,14.56423,14.94866,14.80715,14.22444,13.9945,15.28805,13.37154
Dominican Republic,DOM,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.2304,..,..,10.87532,..,..,16.4281,..,..,..,10.64769
Dominican Republic,DOM,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.974419,5.663349,6.027997,6.144151,5.673412,4.648594,5.339002,3.821257,3.285404,2.761538,2.416722,1.66551,1.48336,1.392831,1.282669,1.298203,1.422723,1.683144,1.920653,2.402159,2.123701,3.66348,4.16157,3.862025,3.181334,2.901782,2.772552,2.22456,3.456773,4.817154,3.571553,3.168409,4.860099,5.343412,3.648612,5.108719,5.250098,5.206314,4.643959,5.202981,6.888523,..
Dominican Republic,DOM,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
