Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,97,96.2262573242188,95.5,96.5130310058594,96.6509094238281,96.7882537841797,96.9274749755859,97.0712127685547,97.2221832275391,97.3830947875977,97.5566482543945,97.7455673217773,97.9525527954102,98.1793670654297,98.4239883422852,98.6834564208984,98.9547882080078,99.2350311279297,99.5212097167969,99.8000030517578,100
Cuba,CUB,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.4,99.9,99.9,99.9,99.9,..,..
Cuba,CUB,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,29.25,28.9400005340576,27.5300006866455,25.6399993896484,22.8999996185303,22.8999996185303,22.8999996185303,20.7999992370605,19.0900001525879,19.0900001525879,18.8199996948242,18.5300006866455,18.2999992370605,18.1800003051758,18.1499996185303,18.1599998474121,18.0300006866455,18.0900001525879,17.5699996948242,17.0699996948242,17.1499996185303,19.1800003051758,17.2000007629395,16.8999996185303,17.1000003814697,17.0799999237061,17.0300006866455,17.1200008392334,17.1100006103516,..
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9974060058594,99.9841156005859,99.9549026489258,100,100,100,100,100,100,100,100,100,100,100
Curacao,CUW,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Cyprus,CYP,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.11,..
Cyprus,CYP,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,100,100,100,100,100,100,100,100,100,100,97.9,..,..,99,95.7,99.3,98.5,98.3,97.2,98.3,98.6,98.3,98.7,99.9,97.4,97.1,95.6,96,98.3,..,..
Cyprus,CYP,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,29.3400001525879,28.5,27.1399993896484,26.1499996185303,25.5300006866455,25.0300006866455,24.5400009155273,24.3700008392334,24.1100006103516,23.7700004577637,23.6900005340576,23.1800003051758,22.8799991607666,23.3799991607666,24.0499992370605,22.6499996185303,22.5200004577637,23.0499992370605,21.8199996948242,20.3999996185303,20.8999996185303,20.1700000762939,17.5599994659424,16.5200004577637,16.2299995422363,17.0499992370605,17.0499992370605,16.6599998474121,18.4400005340576,..
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Czech Republic,CZE,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.13,..
Czech Republic,CZE,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,100,100,100,100,100,100,100,100,99.9,99.9,99.8,99.8,99.8,99.8,99.8,99.8,99.7,99.7,99.6,99.6,99.7,99.9,99.9,99.8,99.8,..,..,99.8,..,..,..
Czech Republic,CZE,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,44.9300003051758,44.0999984741211,43.5400009155273,42.689998626709,42.25,42.0099983215332,41.560001373291,41.5099983215332,40.560001373291,39.9500007629395,40.5299987792969,40.1300010681152,39.8800010681152,39.2999992370605,39.4900016784668,39.9700012207031,40.2200012207031,40.5299987792969,38.5699996948242,37.9900016784668,38.4500007629395,38.1199989318848,37.5099983215332,38.0400009155273,38.0299987792969,38.0699996948242,38.060001373291,37.5,37.25,..
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Denmark,DNK,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.23,..
Denmark,DNK,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,98.3,98.8,98.7,98.8,98.9,98.8,98.9,98.6,98.8,98.7,97.8,..,98.7,98.5,98.5,98.2,96.3,95.9,95.4,94.4,94.7,95.3,..,..
Denmark,DNK,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,26.8999996185303,26.6800003051758,26.1000003814697,26.5100002288818,27.0799999237061,26.3999996185303,26.2399997711182,26.4500007629395,26.9300003051758,25.3400001525879,25.3899993896484,23.4899997711182,23.1499996185303,23.6900005340576,23.8899993896484,23.3299999237061,23.5100002288818,23.2600002288818,20.5699996948242,19.8700008392334,20.0400009155273,19.7700004577637,19.6399993896484,19.3700008392334,19.4200000762939,19.0499992370605,18.9400005340576,18.9099998474121,18.5499992370605,..
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,62,56.2944946289063,56.3222541809082,56.3451690673828,56.3799514770508,56.3651428222656,49.7000007629395,56.3151168823242,56.2845993041992,56.253547668457,55.5,56.19970703125,56.1822776794434,56.1747894287109,56.1799507141113,56.2004699707031,54.5999984741211,56.2974739074707,56.618839263916,57.5785636901855,58.6754455566406,60.2000007629395,60.5641860961914,61.2119293212891,61.7670822143555
Djibouti,DJI,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,60.6,..,..,78.4,..,..,..,..,..,87.4,..,..,..,..,..,..,..,..
Djibouti,DJI,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.50192378981733,..,..,..,..,..,..,..,..
Djibouti,DJI,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,4.69049079753788,4.7101091154467,3.6162191632017,4.66656510460862,5.04864328597201,5.41984567860677,3.13166938782578,2.2028007878572,4.3584812192874,6.10220303078853,4.46861061863998,4.93729307929419,5.64237624690839,6.34920104133841,4.91809691183202,6.91606800207332,7.87366498928573,7.33245098218477,7.46797162830164,7.50014968180379,8.44492953048618,8.07576733208029,1.24219168228365,1.03585166561381,1.2388851062496,2.12336906217323,1.5569744514317,1.42246547820411,1.31880253655145,1.58685153059372
Djibouti,DJI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,16.25,16.0400009155273,15.8100004196167,15.5600004196167,15.3100004196167,15.0600004196167,14.8100004196167,14.5699996948242,14.3299999237061,14.1099996566772,13.9099998474121,13.7299995422363,13.5799999237061,13.4399995803833,13.3400001525879,13.2700004577637,13.210000038147,13.1599998474121,13.1400003433228,13.1300001144409,13.1300001144409,13.1499996185303,13.1800003051758,13.25,13.3000001907349,13.3500003814697,13.3999996185303,13.4200000762939,13.4399995803833,..
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,75,79.6219177246094,80.9518127441406,82.2792129516602,87.6999969482422,84.9136199951172,86.2253112792969,87.5364761352539,88.8495101928711,90.1670608520508,90.9000015258789,92.8265686035156,94.173942565918,95.5366744995117,96.91748046875,98.3181076049805,99.7365493774414,99.8290176391602,99.9835357666016,100,100,100,100
Dominica,DMA,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,100,..,..,95,99.9,100,100,100,100,100,99,..,94,100,100,100,100,100,100,100,100,100,100,..,..,..
Dominica,DMA,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,13.3701014548432,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,6.47296506596934,6.25361200077399,5.88005389108657,7.38653359745258,7.31846119928188,5.98273732860679,4.89448200017824,7.12868045257204,6.50891063335545,6.25895432583111,6.66724754716982,13.4531769961397,9.70726562362568,12.0296223099846,11.9359108652044,11.8141526096064,12.7081053441069,12.2785578481103,11.2222583840074,13.8117884706527,9.10904442106771,9.04265662229327,12.5595408911106,11.281622697625,6.98426038706538,8.27081321993557,9.58178120382487,12.443562621033,17.2757643075249,12.39951977447,23.5437938733902
Dominica,DMA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,78.2,82.4854049682617,83.2554931640625,84.0242233276367,84.7909088134766,85.5548782348633,86.3154449462891,87.0719375610352,91,88.7649307250977,89.7913589477539,89.7498168945313,89.1738052368164,90.3165664672852,90.141227722168,90.1181488037109,96.8763427734375,97.5761947631836,97.8577575683594,98.1454162597656,97.8988723754883,97.8670501708984,98.385856628418,98.4709777832031,98.5603637695313,98.9000015258789,100,98.9000015258789,99,100
Dominican Republic,DOM,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.25,..,..,..,..
Dominican Republic,DOM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,92.4,..,..,..,..,95.5,..,..,96.6,97.6,..,97.8,..,..,..,95.5,97.8,..,..,97.8,98.7,98.8,98.6,97.7,99.6,99.8,..,..,..,..
Dominican Republic,DOM,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.42858963791878,4.79105307762038,5.11579130515018,5.78478638711005,6.13029930216611,5.68254966986786,6.21010493046677,6.48566022251038,6.60105381746426,6.72265652053681,4.71885016495689,5.52192160605433,6.3096928213074,..
Dominican Republic,DOM,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,11.0614604171011,12.0645613002778,16.038704873334,5.99393914091968,8.89967239132877,9.82418102629325,9.8565246935453,9.05242866847826,7.04930918678654,6.3914411059393,7.73208417802145,9.94655277463388,10.1001150072442,10.2302382819214,10.5379880839822,8.5400316338959,14.2111473382844,13.2115847692457,13.5132633485023,15.1066373103571,10.1317989534829,9.78028607629794,7.63082912911007,9.93330874570646,12.9480960005484,22.268479889441,10.1903520907261,7.83420301324367,8.81246775579314,9.79681669366378,30.3706786659294
Dominican Republic,DOM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,26.7900009155273,26.6800003051758,26.5499992370605,26.3999996185303,26.2099990844727,26,25.5300006866455,26.1200008392334,25.2999992370605,24.6399993896484,23.6299991607666,21.5499992370605,22.2099990844727,23.1599998474121,22.5799999237061,22.3600006103516,22.4699993133545,21.4500007629395,18.2099990844727,18.4799995422363,18.1700000762939,18.5699996948242,17.0900001525879,17.7900009155273,18.3700008392334,19.0100002288818,19.4300003051758,19.5900001525879,18.8199996948242,..
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,55.8979207429937,56.6014776512261,58.340012403959,60.0418241666567,62.0166042296656,63.5084727023136,66.1926442021234,66.7030724363987,65.4541738961978,68.9436883502982,70.0272175900843,70.8294234434127,71.8564331134271,73.3160655914062,74.7001726814757,76.3036043507903,77.6762938957043,78.364963865646,75.1718689357295,81.1046083548977,82.2652548788111,83.1131680571248,85.73149882183,87.0192357449593,89.376836771094,91.1103260621346,92.2512760560982,93.3822156743267
Early-demographic dividend,EAR,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,48.4336398173702,..,..,..,..,..,..,..,..,..,60.4103678757224,..,..,..,..,..,..,..,79.4434664886873,..,..
Early-demographic dividend,EAR,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,19.8730575916193,17.6655499297042,19.6887303751965,21.0283416525426,20.0569186391929,16.0478119063272,16.2156947775588,15.6433188255896,15.8471953900018,15.117967515707,15.890444633881,12.7241555573793,10.9346628372181,11.4200412709951,7.14483771930013,6.23462904853348,6.62015874854301,5.55098692230989,4.63238522355298,5.28089945122905,5.20413231601316,5.74969120375755,6.90545818379898,8.15286966614091,7.64752022403302,7.39378480753543,8.06129068517078,9.54729387325203
Early-demographic dividend,EAR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,16.9991549259709,17.0131238442251,17.013115059599,17.3388084104411,17.2026663763604,17.2646894954667,17.331984318779,17.2678285419014,17.3486555437012,17.4062915849477,17.5895379044918,17.6671657393118,17.8805897527451,18.3428270553359,18.7545876554665,19.1862855953059,19.6390325764712,19.7217658908883,19.9745733709754,20.4543108938919,21.09209743551,21.7481796542148,21.8154024316566,22.0323740140444,22.2454840733934,22.3140259907405,22.4501823980015,22.6150648448949,22.6220847262517,..
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,92.2236372239929,92.7201132846346,93.1967804524098,93.390542081462,94.2114583802529,93.8449855484836,94.8478260228181,94.9201543791148,95.3513507095273,95.1658764816872,95.5426436840747,96.1416216132401,96.3971680759818,96.6026789439967,96.7282517141434,97.0996797638928,97.198108141376,97.8548149745798,97.8737145984247,98.0575567896267,98.0133338488244
East Asia & Pacific,EAS,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,84.9568958155186,..,..,..,..,..,..,..,..,..,85.2333691437059,..,..,..,..,..,..,..,..,..,92.3992328812107,..,..,..,..,..,..,..,95.4071106489162,..,..
East Asia & Pacific,EAS,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,21.3662717334449,21.5750055240701,22.1103551099329,22.5469852987327,22.6511278542797,22.9991314699762,23.0937876202743,22.5694972401055,22.1888870351787,21.8786424612983,21.8266046128166,21.2298886394323,21.3288787674024,21.9630480701161,22.9037011126241,23.8273129975964,24.8243085752903,24.9981142823819,25.2458517901887,25.795145557786,26.3200651826781,26.9023669850725,26.858957611343,26.8459303219797,26.5138494979148,26.339811276466,25.9632408015711,26.174106344637,25.6095179717188,..
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,91.3174717523684,91.8750826012243,92.4103715556518,92.6300379321713,93.5487292184032,93.1439883222969,94.2631165114997,94.3456784517083,94.8265436977667,94.6285878733675,95.0488851803643,95.7161531660522,96.001969136835,96.2321106504147,96.3731078718911,96.7862505186502,96.8965489458648,97.6250324881794,97.6468051489065,97.8508959890843,97.8028926954047
East Asia & Pacific (excluding high income),EAP,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,83.9366284419396,..,..,..,..,..,..,..,..,..,84.1655013056841,..,..,..,..,..,..,..,..,..,91.8925384289758,..,..,..,..,..,..,..,95.1714753141369,..,..
East Asia & Pacific (excluding high income),EAP,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,15.5446066339678,13.1655568525707,12.1659285441496,12.2275056023839,10.0775756908287,9.76323696094051,9.22348728431468,9.19106180194871,8.24481762976721,10.193216916875,8.04043650430003,8.57249435151786,8.28868476652496,5.51965835487043,3.66344302974113,2.5635015794133,2.77532847377498,1.57556424465217,1.39324779683056,1.55346220369271,1.60538111579657,1.25282490085602,0.999436495042703,1.10628325062455,1.54391305138759,1.79647351132022,1.46466755556435,1.33581054551944,1.32151193854025,1.66462819438978,1.94823666080826
East Asia & Pacific (excluding high income),EAP,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,19.7048523072705,19.9676491966694,20.6609321275336,21.1976105711756,21.3776441539469,21.8337821905886,21.990640372275,21.5916558020974,21.2295844716006,20.9124597538386,20.9490331736553,20.3569939740938,20.5280089780726,21.2942031761855,22.3895247411575,23.4444795258979,24.5841219110975,24.8080637347324,25.1906674694938,25.8329435209026,26.4375849615573,27.1019865052419,26.9893208618412,27.0560051988526,26.6942751477519,26.5308615562295,26.1182894956237,26.3695093937382,25.7829457991796,..
East Asia & Pacific (IDA & IBRD),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,91.3175185415022,91.8751251679546,92.4104101452116,92.6300743988375,93.548759987397,93.1440205998582,94.2631424546957,94.3457067195609,94.8265662057231,95.4983543887458,95.8809225563884,96.5262079766799,96.7844602546104,96.9863737965289,97.0981761584916,97.4857216576529,97.5666952219646,98.273418292198,98.2653169595471,98.4422738157447,98.3644734669623
East Asia & Pacific (IDA & IBRD),TEA,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD),TEA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,83.9366284419396,..,..,..,..,..,..,..,..,..,83.9900499141318,..,..,..,..,..,..,..,..,..,91.7920264429069,..,..,..,..,..,..,..,95.1145283540894,..,..
East Asia & Pacific (IDA & IBRD),TEA,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD),TEA,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,15.5446066339678,13.1655568525707,12.1659285441496,12.2275056023839,10.0775756908287,9.76323696094051,9.22348728431468,9.19106180194871,8.24481762976721,10.193216916875,8.04043650430003,8.57249435151786,8.28868476652496,5.51965835487043,3.66344302974113,2.5635015794133,2.77532847377498,1.57556424465217,1.39324779683056,1.55346220369271,1.60538111579657,1.25282490085602,0.999436495042703,1.10628325062455,1.54391305138759,1.79647351132022,1.46466755556435,1.33581054551944,1.32151193854025,1.66462819438978,1.94823666080826
East Asia & Pacific (IDA & IBRD),TEA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,19.6040575199495,19.8872378883873,20.605722379542,21.163357976281,21.3627910732634,21.8414915057857,22.0235034324531,21.6303890009433,21.2579245602407,20.9446045140488,20.9821647487532,20.3881994270253,20.5661963980325,21.3470790207435,22.4573307945633,23.5389940444778,24.7058809100756,24.9335451554385,25.3319390100864,25.9917414194235,26.6090719806134,27.286180133342,27.1756974826248,27.246480079483,26.8871381280756,26.7181866059148,26.3127166178916,26.5806595454322,25.9805564990425,..
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,89.830167,92.0513763427734,92.429817199707,92.726642,93.071434,93.7322616577148,94.0246200561523,94.3093872070313,94.9730453491211,94.8655700683594,95.832649230957,96.3152618408203,96.812614440918,97.2065734863281,96.4708633422852,97.4621429443359,96.8726959228516,97.1949310302734,98.0346755981445,98.9760665893555,98.8258819580078,98.6999969482422,99.1999969482422,98.6999969482422,99.0899963378906,98.8499984741211
Ecuador,ECU,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.57
Ecuador,ECU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,98.7,..,..,..,..,99.1,..,..,..,..,98.2,78.5,80.6,82,84,85.6,87.4,89.7,91.7,93.3,94.7,94.2,95.9,96.4,96,..,..
Ecuador,ECU,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.25530477723842,..,9.35492559045986,9.57265931490613,10.6749404526827,..,9.93210129,10.74847528,10.930421439919,11.55201784,12.42402413,13.15233129,..
Ecuador,ECU,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,31.2265672071798,30.8142219546248,24.0820663069544,20.9332184527284,19.0830475752297,29.028449040995,22.567278400208,32.9722090369221,33.9136707547464,29.8433553989805,38.1163475334034,25.0274464856371,28.2873588676293,20.1311647833859,23.8916363167433,16.4233010052297,17.8477067424902,12.1009858509177,8.21554124243649,44.0157588477482,4.9220393200962,5.77821068709683,6.47729982717854,6.67278059714215,6.99078709016646,14.7059046595917,15.1091631288411,20.5375913458129,21.245194593675,24.2115284262633,23.2931805765266
Ecuador,ECU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,23.0100002288818,22.8400001525879,22.7399997711182,22.6299991607666,22.4300003051758,22.1399993896484,22.0200004577637,21.75,20.9699993133545,20.4599990844727,20.1599998474121,19.3700008392334,18.6000003814697,17.9699993133545,17.6000003814697,18.6000003814697,18.6399993896484,18.7600002288818,18.8099994659424,18.4899997711182,17.9500007629395,17.5200004577637,19.0799999237061,19.9599990844727,19.6599998474121,18.6299991607666,18.5499992370605,18.5300006866455,17.2099990844727,..
